context,fact,annotators,response,model,Understandable,Natural,Maintains Context,Engaging,Uses Knowledge,Overall
"do you still use a landline ? 
 no . in my opinion , the landline is going extinct . growing up my grandparents had a multi - party line . my parents had a landline . i killed the landline once cellular was cost effective . now cellphones are small computers that do so much more than landlines . 
 yeah , an iphone has more computing power than a mainframe of the 60s . but data still travels best in cables . 
 even on cellular networks , it still travels via cable , except for the last leg . could you imagine the atmospheric distortion of the signal if data was transmitted from the east to west coast solely via the airways ? 
 we would be still at the era of ham radios and telegram . there would be less pictures . 
 less pictures and more garbled messages . imagine how youtube videos would look with atmospheric distortion ; probably like the picture on old time tvs with rabbit ear antennas ? 
 youtube would be like a tv station , showing only clip to everyone at the same time . i think it would be less popular . 
 true . do you subscribe to any youtube channels or follow any youtube celebrities ? 
 i subscribe to some educational channels . but i do n't follow any celebrities , but i hear of them often . 
 i use to subscribe to certain hunting / fishing equipment youtube channels , but found temptation to buy the latest thing to be unproductive . i do like "" how to "" videos on youtube . given that youtube is accessible to anyone with a computer , being a star has nothing to do with how good your hollywood agent is and more with establishing a populist following . 
 it is more diverse but celebrities still have an advantage on youtube , being a search engine , popular results get more visibility . 
 agreed . it is a bit art / a bit science in figuring out how to get your videos promoted in the search results . or , hire an expert who will flood your videos with fictional views to promote its popularity . but established names also help . judge judy makes $ 123k per tv episode ; with that amount of draw , her youtube channel ca n't help but be a success . 
 do you think 123 000 $ per episode is too much for her ? 
 i do not watch her , so i can not judge . it is one of the few areas where free market economics still reigns . so , if they feel she 's worth it , then it 's not my place to judge . but that type of draw opens up other markets . for example , carol burnett was the first celeb on sesame street . 
 it was the 70s , she was the star at that time , it makes sense . i wonder if youtube will have a lasting impact on the star system or this youtubers thing is just a phase . 
 it is definitely here to stay if not expanding . in the early days , you needed a good freestanding camera to make a good video . today , most cell phones have a good enough camera to make a youtube videos . some high end phones can shoot videos almost indistinguishable from freestanding cameras . 

","pixar studio has a secret room that is visited often by celebrities
","['sm', 'er', 'yf']",lowering the entry barrier is always a good thing . do you like pixar ? i 've heard they have a secret room in their studio that is often visited by celebrities .,New Human Generated,1,3,3,3,1,5
"hello , how are you this evening ? do you like sports ? 
 i m great , and yeah i do like to watch sports , basketball , hockey , soccer and even swimming , what about you ? 

","_nofact
","['sm', 'me', 'yf']","i like sports , football , hockey , soccer i also find swimming interesting as well . 
",Original Ground Truth,1,3,3,3,1,5
"hello , how are you this evening ? do you like sports ? 
 i m great , and yeah i do like to watch sports , basketball , hockey , soccer and even swimming , what about you ? 

","_nofact
","['sm', 'me', 'yf']",i like hockey and soccer . what teams do you support ?,New Human Generated,1,3,3,3,1,5
"do you like fish ? 
 i do , tasty animals , do you ? 
 fish is practically a vegetable . they are the food that my food eats . 
 yeah except for fish like the black swallower fish , i hear that one likes to bite 
 i envy that fish 's ability to eat . that is a glorious spectacle . i would go to the buffet everyday . 
 buffet is my favorite kind of restaurant so yea , did you hear about that breed of jellyfish , the one that is immortal ! 
 i did not . i wonder what it does all day with its unending life . must get kinda boring . who does it talk to ? what celebrities does it follow ? 
 i agree , must be a really boring life , still , interesting species might be worthwhile to study them 

","84 per cent of genes known to be associated with human diseases have counterparts in the zebrafish
","['sm', 'er', 'yf']","true . they might hold the secret to immortality for us . that would indeed be a long boring life for most people . 
",Original Ground Truth,1,3,3,3,0,5
"do you like fish ? 
 i do , tasty animals , do you ? 
 fish is practically a vegetable . they are the food that my food eats . 
 yeah except for fish like the black swallower fish , i hear that one likes to bite 
 i envy that fish 's ability to eat . that is a glorious spectacle . i would go to the buffet everyday . 
 buffet is my favorite kind of restaurant so yea , did you hear about that breed of jellyfish , the one that is immortal ! 
 i did not . i wonder what it does all day with its unending life . must get kinda boring . who does it talk to ? what celebrities does it follow ? 
 i agree , must be a really boring life , still , interesting species might be worthwhile to study them 

","84 per cent of genes known to be associated with human diseases have counterparts in the zebrafish
","['sm', 'er', 'yf']","maybe we can unlock immortality by studying it ! a lot of human diseases seem to have origins in the zebrafish , maybe we should study that too !",New Human Generated,1,3,3,3,1,5
"hi . i heard an interesting fact recently . did you know that the three richest presidents ever were washington , jefferson , and jfk ? 
 hello , they must have accomplished to people 's satisfactions . 
 i guess so . you know , in different countries a president has different roles and functions . 
 i bet they do . the first president was named president banana in zimbabwe . 

","until 1805 in the us , the runner up in a presidential election automatically became the vice president
","['sm', 'er', 'yf']","i wonder what his role was ? our country has an interesting history . i mean , up until 1805 a president 's competition became his vice president . imagine how that would be now ! 
",Original Ground Truth,1,3,3,3,1,5
"hi . i heard an interesting fact recently . did you know that the three richest presidents ever were washington , jefferson , and jfk ? 
 hello , they must have accomplished to people 's satisfactions . 
 i guess so . you know , in different countries a president has different roles and functions . 
 i bet they do . the first president was named president banana in zimbabwe . 

","until 1805 in the us , the runner up in a presidential election automatically became the vice president
","['sm', 'er', 'yf']","i wonder whether he liked bananas ! before 1805 , the vice president was chosen by taking the runner up in the election . imagine that !",New Human Generated,1,3,3,3,1,5
"have you heard of doug harey ? 
 was n't he an umpire for the mlb ? 
 yes he just died at 87 years of age . 
 i guess he was a big deal , and he lived quite a while . he 'll be missed though 
 he must 've been an interesting character to earn the nick name ' god ' . 
 he was one of those umpires that knew what he was doing 
 yup , he earned his spot in the hall of fame after calling 4,673 games . 
 and five world series , which is a big leagues in the mlb . he was n't intimidated by anyone , it seems 
 he was around to see some of the first world series that first started in 1903 . 
 that 's incredible ! do you pay attention to baseball much ? 
 no i did when i was younger but lost interest . how bout you ? 
 every once in a while . it 's one of those sports i would rather play than watch . the japanese are such big fans of baseball that they would probably take the name "" national pastime "" from the americans if they could 
 yea they are usually surprised to find so many americans like it too . 
 enough that people used to collect baseball cards . one man found a collection in his grandfather 's attic that was worth three million dollars 
 that s a lot of money . are any managers cards worth anything ? they do wear the uniform after all . 

","doug harvey , a major league baseball umpire for 31 years whose calls of balls or strikes , fair or foul , safe or out were delivered with such gusto and authority that he was known as "" god "" to thousands of ballplayers , died jan . 13 in visalia , calif . he was 87 . major league baseball announced the death but did not disclose the cause . according to media accounts , he had battled throat cancer in the 1990s and later had several strokes . mr . harvey worked 4,673 ballgames from 1962 to 1992 , mlb said , including five world series , nine national league championship series and six all - star games . for 18 years , he was an umpiring crew chief . hundreds of thousands of times he made on - the - spot calls on whether a runner had reached base a millisecond before a throw from a fielder , or whether a pitched ball traveling 90 mph had grazed the veneer of a loosely defined strike zone or missed altogether . the outcome of baseball championships rested on such rulings . players and fans held strong and differing opinions on what the umpire saw , and they were not shy about telling him when they saw it differently . in 2009 , doug harvey , right , jokes about throwing former st . louis cardinals manager whitey herzog out of a game . ( michael conroy / ap ) to mr . harvey , arguments with the umpires were a part of the game , but there were limits and there could be no doubt about who was boss . "" i would listen for 20 seconds , "" he once told the new york times . "" i would count to 20 to myself . and i would listen to everything you had to say . ""
","['sm', 'me', 'er']","probably only if they step in and play the game . i 've never seen any of them do it , but that would be an interesting thing to see 
",Original Ground Truth,1,3,3,3,0,5
"have you heard of doug harey ? 
 was n't he an umpire for the mlb ? 
 yes he just died at 87 years of age . 
 i guess he was a big deal , and he lived quite a while . he 'll be missed though 
 he must 've been an interesting character to earn the nick name ' god ' . 
 he was one of those umpires that knew what he was doing 
 yup , he earned his spot in the hall of fame after calling 4,673 games . 
 and five world series , which is a big leagues in the mlb . he was n't intimidated by anyone , it seems 
 he was around to see some of the first world series that first started in 1903 . 
 that 's incredible ! do you pay attention to baseball much ? 
 no i did when i was younger but lost interest . how bout you ? 
 every once in a while . it 's one of those sports i would rather play than watch . the japanese are such big fans of baseball that they would probably take the name "" national pastime "" from the americans if they could 
 yea they are usually surprised to find so many americans like it too . 
 enough that people used to collect baseball cards . one man found a collection in his grandfather 's attic that was worth three million dollars 
 that s a lot of money . are any managers cards worth anything ? they do wear the uniform after all . 

","doug harvey , a major league baseball umpire for 31 years whose calls of balls or strikes , fair or foul , safe or out were delivered with such gusto and authority that he was known as "" god "" to thousands of ballplayers , died jan . 13 in visalia , calif . he was 87 . major league baseball announced the death but did not disclose the cause . according to media accounts , he had battled throat cancer in the 1990s and later had several strokes . mr . harvey worked 4,673 ballgames from 1962 to 1992 , mlb said , including five world series , nine national league championship series and six all - star games . for 18 years , he was an umpiring crew chief . hundreds of thousands of times he made on - the - spot calls on whether a runner had reached base a millisecond before a throw from a fielder , or whether a pitched ball traveling 90 mph had grazed the veneer of a loosely defined strike zone or missed altogether . the outcome of baseball championships rested on such rulings . players and fans held strong and differing opinions on what the umpire saw , and they were not shy about telling him when they saw it differently . in 2009 , doug harvey , right , jokes about throwing former st . louis cardinals manager whitey herzog out of a game . ( michael conroy / ap ) to mr . harvey , arguments with the umpires were a part of the game , but there were limits and there could be no doubt about who was boss . "" i would listen for 20 seconds , "" he once told the new york times . "" i would count to 20 to myself . and i would listen to everything you had to say . ""
","['sm', 'me', 'er']","they should be ! i wonder if there are umpire cards . there are some amazing umpires , like doug harvey .",New Human Generated,1,3,3,3,1,5
"did you read about the 6 foot 10 inch tall tennis player ? 

","_nofact
","['sm', 'er', 'yf']","no i did n't . where 's he from ? 
",Original Ground Truth,1,3,3,2,1,5
"did you read about the 6 foot 10 inch tall tennis player ? 

","_nofact
","['sm', 'er', 'yf']",no i did n't . they must have a giant reach . probably does n't even need to run for the ball !,New Human Generated,1,3,3,3,1,5
"morning ! are you a comedy fan ? 
 morning ! yes , some of it . have you watched anything good recently ? 
 kung fu hustle . ever seen it ? it 's hilarious . 
 i have n't ! what is it about ? does it have bruce lee in it ? 
 no , it 's much more recent . steven chow directed it . bill murray loved it too . 

","bill murray thinks kung fu hustle is "" the supreme achievement of the modern age in terms of comedy "" .
","['sm', 'me', 'yf']","huh , i 'm not into bill murray . so i wonder why he likes it . 
",Original Ground Truth,1,2,3,2,0,3
"morning ! are you a comedy fan ? 
 morning ! yes , some of it . have you watched anything good recently ? 
 kung fu hustle . ever seen it ? it 's hilarious . 
 i have n't ! what is it about ? does it have bruce lee in it ? 
 no , it 's much more recent . steven chow directed it . bill murray loved it too . 

","bill murray thinks kung fu hustle is "" the supreme achievement of the modern age in terms of comedy "" .
","['sm', 'me', 'yf']","yeah bill murray called it "" the supreme achievement of the modern age in terms of comedy "" ",New Human Generated,1,3,3,3,1,5
"good morning - i love baseball and ca n't wait for spring training to start ! 
 hello there ! i am the same , my team had one of the best seasons they have ever had so i 'm excited as well ! 
 who 's your team ? my team , the diamondbacks had an epic collapse last season and are in a mini - rebuild this season ... 
 yeah the diamondbacks had a chance and then they did have a bad 2nd half of the season . i am a brewers fan and our gm made some amazing moves in the offseason and it paid off big . 
 nice ! ( except for ryan braun ) i like the brewers and was pulling for them against the dodgers ( who i hate more than braun ) ! 
 yeah i was so disappointed with the whole braun thing , i was like just admit you messed up , and get on with it . the lying and blaming others is just the worst ! thanks though , game 7 just sucked ! i do like the dbacks though , craig counsel your old hero ! ! 
 yep - craig is the man , glad he 's having success with the brewers . even your bench coach ( murphy ) has arizona ties ( asu ) . i really like your corner infielders shaw / aguilar 

","baseball managers wear uniforms because they are technically able to play for their teams if the need arises
","['sm', 'me', 'fl']","nice ! i did n't know that about murphy , arizona is such an awesome place i want to go back soon ! and yeah aguilar is such a good guy too , i love sports pros who you know are decent people in real life . did you know managers can technically play if needed ? ! 
",Original Ground Truth,1,3,3,3,1,5
"good morning - i love baseball and ca n't wait for spring training to start ! 
 hello there ! i am the same , my team had one of the best seasons they have ever had so i 'm excited as well ! 
 who 's your team ? my team , the diamondbacks had an epic collapse last season and are in a mini - rebuild this season ... 
 yeah the diamondbacks had a chance and then they did have a bad 2nd half of the season . i am a brewers fan and our gm made some amazing moves in the offseason and it paid off big . 
 nice ! ( except for ryan braun ) i like the brewers and was pulling for them against the dodgers ( who i hate more than braun ) ! 
 yeah i was so disappointed with the whole braun thing , i was like just admit you messed up , and get on with it . the lying and blaming others is just the worst ! thanks though , game 7 just sucked ! i do like the dbacks though , craig counsel your old hero ! ! 
 yep - craig is the man , glad he 's having success with the brewers . even your bench coach ( murphy ) has arizona ties ( asu ) . i really like your corner infielders shaw / aguilar 

","baseball managers wear uniforms because they are technically able to play for their teams if the need arises
","['sm', 'me', 'fl']",yeah i 'm a fan of the infielders as well . i feel like people need to giving more attention to the managers . technically they 're allowed to play for their team if needed ,New Human Generated,1,3,3,3,1,5
"hello , how are you today ? do you like to go to concerts ? 
 not as much as i used to but i do . 
 yeah , same here ! creed gave a concert so bad there were lawsuits against the band . 
 ha ha . i hate to see bad things happen to people but as someone who is not a creed fan i find that hilarious . 
 i do n't know much about that band . the sound in the ancient roman amphitheater must be good for pink floyd to record in it without an audience . 
 i wonder why they did that . it would be such a beautiful place to be an audience member . 
 yes , i like the live albums.the ancient roman amphitheatre still has concerts . 
 oh wow . are you familiar with lou reed ? 
 yes , i am . i have heard a few of his songs . 
 in 2010 he and his wife held a high frequency concert for dogs . what an odd thing to do . 
 oh wow ! really , did the dogs like it ? was it recorded ? 
 i have no idea . i 'm sure that someone has video of it . do you enjoy the music of the foo fighters 
 oh yes , i love them . i love the video of all the drummers and other instruments playing at the same time . people came from all over the world to be in that . 
 they are pretty amazing . they performed a concert so loud that it showed up on new zealand 's seismic monitors ! 

","in 2002 a creed concert was so bad that four concert goers filed a lawsuit against the band
","['sm', 'er', 'yf']","yes , i heard that . that band has alot of talent . 
",Original Ground Truth,1,3,3,2,0,3
"hello , how are you today ? do you like to go to concerts ? 
 not as much as i used to but i do . 
 yeah , same here ! creed gave a concert so bad there were lawsuits against the band . 
 ha ha . i hate to see bad things happen to people but as someone who is not a creed fan i find that hilarious . 
 i do n't know much about that band . the sound in the ancient roman amphitheater must be good for pink floyd to record in it without an audience . 
 i wonder why they did that . it would be such a beautiful place to be an audience member . 
 yes , i like the live albums.the ancient roman amphitheatre still has concerts . 
 oh wow . are you familiar with lou reed ? 
 yes , i am . i have heard a few of his songs . 
 in 2010 he and his wife held a high frequency concert for dogs . what an odd thing to do . 
 oh wow ! really , did the dogs like it ? was it recorded ? 
 i have no idea . i 'm sure that someone has video of it . do you enjoy the music of the foo fighters 
 oh yes , i love them . i love the video of all the drummers and other instruments playing at the same time . people came from all over the world to be in that . 
 they are pretty amazing . they performed a concert so loud that it showed up on new zealand 's seismic monitors ! 

","in 2002 a creed concert was so bad that four concert goers filed a lawsuit against the band
","['sm', 'er', 'yf']",wow i wonder if anybody sued them . four people sued creed for performing very badly at a concert in 2002 .,New Human Generated,1,3,3,3,1,5
"have you heard that people draft contestants for fantasy spelling bee ? pretty amazing to me . 
 i 'm not even sure how they would even know that . are n't all the contestants children ? 
 yes . i guess they see how well they won the regional contests . 
 i mean , i guess fantasy are for the hardcore fans . have you ever seen the lord of the rings ? 
 yes . of course that is fantasy of a different type . 
 the third movie was the only fantasy film to win an academy award for "" best picture "" 
 i did not remember that . back to competitive fantasy . there is also a game where people draft congress people and score on how many bills they successfully vote for . that seems so boring ! 
 i 'm sure political science students would find enjoyment in that . it could be a great teaching tool ! 
 yes . but one would really have to dig deeply to keep score . most news is about when congress can not agree . there is a fold in the brain that is the only thing that allows us to tell the difference between fantasy and reality . 
 that 's an important fold ! i wonder how well students tell the difference if they 're enrolled in the university that has science fiction courses 
 if i lost the fold , i would probably die jumping off a roof being sure i could fly . otherwise , my "" reality "" would be pretty good since i do n't dream or day dream bad things . those students would probably encounter some monsters . 
 there 's even a concentration in tolkien studies . that would be interesting 
 it sure would . in fantasy football one of the most important selections is qb since the qb touches the ball on most every play . 
 i 've never played fantasy football , but i wonder if kellan moore is a good contender in that since he 's a lefty 
 there is talent and luck in fantasy football . i am sure that moore has had some good games and some poor ones . alex smith took so many ap tests in high school that entered college as a junior . 
 he 's pretty smart . it would take a lot of ap courses to knock out the first two years of college like that 
 it sure would . of course , qbs need to be somewhat smart . baker mayfield who won the heisman at oklahoma university almost quite football to go into competitive gaming . he could beat the entire team in halo 3 . 

","superbowl winning quarterback , brad johnson , is the only quarterback in nfl history to throw a touchdown pass ... to himself .
","['sm', 'er', 'fl']","i wonder if most of those guys were good at halo . there was a qb in the nfl named brad johnson , and he 's the only one who has thrown a touchdown pass to himself 
",Original Ground Truth,1,3,3,3,1,5
"have you heard that people draft contestants for fantasy spelling bee ? pretty amazing to me . 
 i 'm not even sure how they would even know that . are n't all the contestants children ? 
 yes . i guess they see how well they won the regional contests . 
 i mean , i guess fantasy are for the hardcore fans . have you ever seen the lord of the rings ? 
 yes . of course that is fantasy of a different type . 
 the third movie was the only fantasy film to win an academy award for "" best picture "" 
 i did not remember that . back to competitive fantasy . there is also a game where people draft congress people and score on how many bills they successfully vote for . that seems so boring ! 
 i 'm sure political science students would find enjoyment in that . it could be a great teaching tool ! 
 yes . but one would really have to dig deeply to keep score . most news is about when congress can not agree . there is a fold in the brain that is the only thing that allows us to tell the difference between fantasy and reality . 
 that 's an important fold ! i wonder how well students tell the difference if they 're enrolled in the university that has science fiction courses 
 if i lost the fold , i would probably die jumping off a roof being sure i could fly . otherwise , my "" reality "" would be pretty good since i do n't dream or day dream bad things . those students would probably encounter some monsters . 
 there 's even a concentration in tolkien studies . that would be interesting 
 it sure would . in fantasy football one of the most important selections is qb since the qb touches the ball on most every play . 
 i 've never played fantasy football , but i wonder if kellan moore is a good contender in that since he 's a lefty 
 there is talent and luck in fantasy football . i am sure that moore has had some good games and some poor ones . alex smith took so many ap tests in high school that entered college as a junior . 
 he 's pretty smart . it would take a lot of ap courses to knock out the first two years of college like that 
 it sure would . of course , qbs need to be somewhat smart . baker mayfield who won the heisman at oklahoma university almost quite football to go into competitive gaming . he could beat the entire team in halo 3 . 

","superbowl winning quarterback , brad johnson , is the only quarterback in nfl history to throw a touchdown pass ... to himself .
","['sm', 'er', 'fl']",qbs are often very smart . brad johnson is the only qb in history to throw a touchdown pass to himself ! imagine the brains it takes to pull that off .,New Human Generated,1,3,3,3,1,5
"hi , how are you today ? staying warm ? 
 trying just watching some netflix .. kyle kinane is hilarious .. one of my favorite comedies . 
 he is funny i know ! lol 

","kyle kinane will stretch out his two or three jokes at the 9:30 club on thursday . ( ap ) kyle kinane knows he does n't have all the answers . in fact , he does n't really have any of them . if he did , he would n't be in stand - up comedy . "" i do n't like listening to comedians tell me how the world works , "" kinane says . "" if you knew how the world works , you 'd be a stockbroker , or you 'd be a banker or a ceo . comedians are comedians because they 're not good at other things . "" that 's why the gruff - voiced comic 's sets are anchored by anecdotes about the mundane that play as delightfully absurd . when kinane did tackle politically relevant material in his set for the netflix series "" the standups "" earlier this year , it came in a farcical bit about how ku klux klan members surely partake in cuisine from the cultures they oppress . "" there 's no way that kkk members are only eating eastern european - based foods , "" he jokes . on thursday , the 41-year - old comedian and voice - over artist brings his act to d.c . 9:30 club , 815 v st . nw ; thu . , 7 p.m. , $ 25 .
","['sm', 'er', 'yf']","he has a special on netflix and kind of drives into political issue . he also does stand up in a washington dc club . 
",Original Ground Truth,1,3,3,3,1,5
"hi , how are you today ? staying warm ? 
 trying just watching some netflix .. kyle kinane is hilarious .. one of my favorite comedies . 
 he is funny i know ! lol 

","kyle kinane will stretch out his two or three jokes at the 9:30 club on thursday . ( ap ) kyle kinane knows he does n't have all the answers . in fact , he does n't really have any of them . if he did , he would n't be in stand - up comedy . "" i do n't like listening to comedians tell me how the world works , "" kinane says . "" if you knew how the world works , you 'd be a stockbroker , or you 'd be a banker or a ceo . comedians are comedians because they 're not good at other things . "" that 's why the gruff - voiced comic 's sets are anchored by anecdotes about the mundane that play as delightfully absurd . when kinane did tackle politically relevant material in his set for the netflix series "" the standups "" earlier this year , it came in a farcical bit about how ku klux klan members surely partake in cuisine from the cultures they oppress . "" there 's no way that kkk members are only eating eastern european - based foods , "" he jokes . on thursday , the 41-year - old comedian and voice - over artist brings his act to d.c . 9:30 club , 815 v st . nw ; thu . , 7 p.m. , $ 25 .
","['sm', 'er', 'yf']","i love his comedy philosophy . he believes that comedians should n't tell people how the world works , because if they knew that they would n't be comedians ! he manages to be funny without lecturing the audience !",New Human Generated,1,3,3,3,1,5
"hello , do you know much about the box office ? 
 hi , film generates revenue through several medium like television broadcasts right and advertisement . box office is the primary metric for trade . 
 yep . did you know tom hanks is the highest all - time box office star ? 
 yes , avatar is the world wide proclaimed as highest grossing film over 2 billion . 
 i love avatar . it was such a great movie . i heard they are making a second one . 
 animated film are contribute biggest in box office collection . mostly kids liked movie have very high box office . 
 yes for sure . disney once considered shutting down their animation studio because sleeping beauty was a flop at the box office . 
 the projection and analysis of these earnings is very important for the movie industries and knowing the interest of the fans . so only they are promoting the films in various way . 

","the movie trojan wars with a budget of $ 15,000,000 has earned only $ 309 in box office
","['sm', 'fl', 'yf']","interesting . the movie trojan war had a budget of $ 15 million and only made $ 309 at the box office . seems like that is wrong . 
",Original Ground Truth,1,3,2,2,1,4
"hello , do you know much about the box office ? 
 hi , film generates revenue through several medium like television broadcasts right and advertisement . box office is the primary metric for trade . 
 yep . did you know tom hanks is the highest all - time box office star ? 
 yes , avatar is the world wide proclaimed as highest grossing film over 2 billion . 
 i love avatar . it was such a great movie . i heard they are making a second one . 
 animated film are contribute biggest in box office collection . mostly kids liked movie have very high box office . 
 yes for sure . disney once considered shutting down their animation studio because sleeping beauty was a flop at the box office . 
 the projection and analysis of these earnings is very important for the movie industries and knowing the interest of the fans . so only they are promoting the films in various way . 

","the movie trojan wars with a budget of $ 15,000,000 has earned only $ 309 in box office
","['sm', 'fl', 'yf']","whoever made the movie trojan wars really dropped the ball on that front . it had a budget of $ 15,000,000 only earned $ 309 in the box office .",New Human Generated,1,3,3,3,1,5
"hi do you watch espn ? 
 hi . yes i do sometimes . they cover some nba games . 
 yes , i am a huge bucks fan . did you see what nick friedell said about the bucks and jabari parker > 
 no i did n't . what did he say ? 
 that they should n't consider signing him . i agree . 
 what made him such a bad player last year ? 
 he did n't do much for the team and was overpaid . 
 has he been injured ? i think they are all over paid personally . i mean they make millions of dollars . 
 for sure , he had to acl injuries so he is definitely injury prone . you know who is better , reggie miller ! 
 i 'm not familiar with him . does he play for the bucks too ? 

","reggie miller , nba hall of famer , could n't escape his older sister cheryl 's shadow while in high school . on january 26 , 1982 , he scored a career high 40 points . he tried bragging about it on the car ride home , only to find out cheryl scored 105 points and broken 8 national records !
","['sm', 'fl', 'yf']","he was a player in 1990s . he had a famous sister who played basketball named cheryl 
",Original Ground Truth,1,3,3,3,1,5
"hi do you watch espn ? 
 hi . yes i do sometimes . they cover some nba games . 
 yes , i am a huge bucks fan . did you see what nick friedell said about the bucks and jabari parker > 
 no i did n't . what did he say ? 
 that they should n't consider signing him . i agree . 
 what made him such a bad player last year ? 
 he did n't do much for the team and was overpaid . 
 has he been injured ? i think they are all over paid personally . i mean they make millions of dollars . 
 for sure , he had to acl injuries so he is definitely injury prone . you know who is better , reggie miller ! 
 i 'm not familiar with him . does he play for the bucks too ? 

","reggie miller , nba hall of famer , could n't escape his older sister cheryl 's shadow while in high school . on january 26 , 1982 , he scored a career high 40 points . he tried bragging about it on the car ride home , only to find out cheryl scored 105 points and broken 8 national records !
","['sm', 'fl', 'yf']","i 'm sure he made a lot of money but now he 's in the nba half of fame . it 's funny because he lived in his sister 's shadow all throughout high school . when he tried braggign about scoring 40 points in a game , he found out she had scored 105 points and broken 8 national records the same day !",New Human Generated,1,3,3,3,1,5
"hello did you know that 80 percent of the earths natural forests have already been destroyed ? 
 i heard it but i 'm skeptical . that sounds far too high and what 's the definition of "" natural . 
 not sure in this case . when the earth was formed the days were only 5.5 hours long ! 
 that was 5.5 hours of sunlit hell in magma and lava . bummer , they are saying we will be out of helium by the end of the century . 

","if earth ’s entire history was viewed as a 24 hour period , humans would only represent 1 minute and 17 seconds .
","['sm', 'me', 'yf']","yeah that would be crazy . if earths history was represented as a 24 hour period , humans would only represent 1 min and 17 seconds lol its sometimes so surprising how small we are in the universe . 
",Original Ground Truth,1,3,3,3,1,5
"hello did you know that 80 percent of the earths natural forests have already been destroyed ? 
 i heard it but i 'm skeptical . that sounds far too high and what 's the definition of "" natural . 
 not sure in this case . when the earth was formed the days were only 5.5 hours long ! 
 that was 5.5 hours of sunlit hell in magma and lava . bummer , they are saying we will be out of helium by the end of the century . 

","if earth ’s entire history was viewed as a 24 hour period , humans would only represent 1 minute and 17 seconds .
","['sm', 'me', 'yf']","wow , i ca n't believe we 're destroying the world . if we viewed the earth 's history as a 24 hour period , humans would only have existed for 1 minute and 17 seconds . and in that time , we 've managed to completely destroy the planet .",New Human Generated,1,3,3,3,1,5
"do you like watching the n.b.a . ? 
 i do like to watch , my favorite team actually has the best record in the league right now , how about you ? 
 so you 're a bucks fan ? how about giannis antetokounmpo ! he 's such a great player ! 
 good call ! i have always been , watched all 82 games when we won only 15 of them a few years back ! yeah giannis has been a gamechanger for our whole organization . do you have a favorite team ? 
 i 'm a memphis grizzlies fan , but enjoy watching a good game no matter who 's playing . i really like watching stephen curry and lebron james . did you know that they both were born in akron , ohio ? 
 no , i did n't know that about them , interesting . and the grizz , curious to see how you will be in a few seasons , was surprised to see gasol leave . 
 yeah , it 's hard to replace someone like him . i do like the pickup they made with noah . hopefully they 'll continue building up . 
 yeah and jonas is a monster and a workhorse as well . 
 did you know that air jordan 's were banned upon introduction by the nba ? however , jordan were them anyways , as nike was willing to pay the fine each game . 
 yeah i think i have read that . nike got the best marketing they ever could so i 'm sure they were happy to pay ! 
 i bet they were too . shoe companies have a way spending money on their investments . allen iverson signed a lifetime deal with reebok in 2001 . he 'll get $ 800,000 a year until he 's 55 . 
 i bet they are wishing they could take that back . i think that they thought they were signing the next jordan . 
 he did make a lot for reebok , but they still did n't sell as well as jordans . 
 no , and not for the length of time that jordan has , and probably will continue to be . 
 lebron is about jordan 's only shoe competitor . did you hear that he has signed a deal with warner bros for a new "" space jam "" sequel ? 
 no , i did n't see that . i wonder when it will be released ? 
 i 'm not really sure . maybe it will be as good as the original . lebron has a good character about him though . he raised $ 6 million for charity by televising "" the decision . "" 
 he is a really good person , i know he has donated a ton of money back to ohio . 

","judge judy makes $ 123,000 per episode , making her the highest paid celebrity only after lebron james .
","['sm', 'er', 'yf']","yeah he has . he 's the highest paid celebrity right now , but judge judy is right on is coattails . 
",Original Ground Truth,0,2,2,2,0,2
